emp_no,first_name,last_name,title,from_date,salary,count
201256,Takanari,Undy,Senior Engineer,1994-06-27,56409,15600
421046,Olivera,Swiss,Staff,1994-06-27,53732,14924
490677,Make,Menhoudj,Senior Engineer,1994-06-27,40000,15600
100900,Saniya,Vandervoorde,Senior Staff,1994-06-27,40000,14736
292371,Danil,Stanfel,Senior Engineer,1994-06-27,42210,15600
205890,Georgi,Chenoweth,Senior Staff,1994-06-27,40000,14736
477246,Mara,Zeilberger,Senior Staff,1994-06-27,78607,14736
106736,Marla,Raczkowsky,Senior Engineer,1994-06-27,41285,15600
97671,Sanjeeva,Remmers,Engineer,1994-06-27,64472,16111
229949,Alois,Matzov,Senior Staff,1994-06-27,50008,14736
57676,Alper,Noriega,Senior Staff,1994-06-27,58073,14736
232154,Kerhong,Steinauer,Senior Staff,1994-06-27,67022,14736
270120,Oguz,Gluchowski,Senior Engineer,1994-06-27,45336,15600
474353,Kannan,Zizka,Staff,1994-06-27,40000,14924
58197,Sahrah,Suri,Senior Engineer,1994-06-26,51526,15600
417583,Jamaludin,Gischer,Senior Staff,1994-06-26,40000,14736
430184,Leszek,Cunliffe,Senior Staff,1994-06-26,40000,14736
498140,Jianwen,Perl,Senior Staff,1994-06-26,81909,14736
253472,Gianluca,Kusakabe,Senior Staff,1994-06-26,72004,14736
41710,Weiru,Haldar,Senior Staff,1994-06-26,59888,14736
269331,Subhash,Itzigehl,Senior Engineer,1994-06-26,40000,15600
14607,Suzette,Selvestrel,Staff,1994-06-26,67813,14924
284411,True,Lorin,Senior Engineer,1994-06-25,40000,15600
485245,Tesuro,Capobianchi,Engineer,1994-06-25,53466,16111
408633,Toshimori,Dratva,Senior Staff,1994-06-25,40000,14736
62325,Nitsan,Cummings,Senior Engineer,1994-06-25,42545,15600
445995,Mabo,Denny,Senior Engineer,1994-06-25,41072,15600
29237,Gennadi,Beznosov,Senior Engineer,1994-06-25,40000,15600
283428,Ramachenga,Peot,Senior Staff,1994-06-25,106404,14736
465131,Heather,Buescher,Senior Staff,1994-06-25,61774,14736
448707,Laurentiu,Basart,Senior Staff,1994-06-25,78364,14736
443971,Dannz,Schreiter,Engineer,1994-06-25,40000,16111
53977,Alper,Unno,Senior Staff,1994-06-25,52057,14736
289302,Mani,Lampe,Senior Staff,1994-06-25,60515,14736
292476,Martien,Schwartzburd,Senior Staff,1994-06-24,40000,14736
215648,Jeanna,Jahnichen,Senior Engineer,1994-06-24,40000,15600
254985,Maha,Casperson,Senior Engineer,1994-06-24,40000,15600
464140,Kolar,Broomell,Senior Staff,1994-06-24,40000,14736
236224,Jolita,Iisaka,Senior Engineer,1994-06-24,41857,15600
256862,Moheb,Juneja,Senior Staff,1994-06-24,84308,14736
411767,Patricia,Beeson,Senior Engineer,1994-06-24,53390,15600
101524,Abdulah,Iisaku,Senior Engineer,1994-06-24,40000,15600
242993,Billur,Lorch,Senior Engineer,1994-06-24,70425,15600
214741,Xiahua,Piazza,Senior Engineer,1994-06-24,47215,15600
82059,Satosi,Ecklund,Senior Staff,1994-06-24,40000,14736
259916,Tzu,Demri,Senior Engineer,1994-06-24,40000,15600
429701,Shin,Feldmann,Senior Engineer,1994-06-24,40000,15600
470962,Shaz,Langford,Senior Staff,1994-06-24,59810,14736
83980,Zhigen,Vrecion,Senior Engineer,1994-06-24,52391,15600
432756,Wonhee,Claffy,Senior Engineer,1994-06-23,41294,15600
85469,Sasan,Schmiedel,Senior Engineer,1994-06-23,40000,15600
275873,Tuval,Haumacher,Senior Staff,1994-06-23,40000,14736
17428,Pantung,Keustermans,Staff,1994-06-23,40000,14924
297882,Candida,Straney,Senior Staff,1994-06-23,49894,14736
220657,Krisda,Sinitsyn,Senior Staff,1994-06-23,40000,14736
411390,Masako,Jullig,Senior Staff,1994-06-23,40000,14736
471388,Amalendu,Poupard,Senior Staff,1994-06-23,51524,14736
261153,Fusako,Anily,Senior Engineer,1994-06-22,40000,15600
423468,Leandro,Heuser,Senior Engineer,1994-06-22,40000,15600
25339,Brewster,Bale,Senior Engineer,1994-06-22,40000,15600
450039,Anyuan,Lunt,Senior Staff,1994-06-22,60546,14736
216415,Gererd,Vadhan,Engineer,1994-06-22,56965,16111
217955,Marit,Cairo,Senior Engineer,1994-06-22,44693,15600
229969,Zine,Walstra,Senior Staff,1994-06-22,83964,14736
275426,Shigeu,Waterhouse,Engineer,1994-06-21,47990,16111
402389,Vugranam,Dalphin,Senior Staff,1994-06-21,99528,14736
260822,Uta,Simmen,Senior Engineer,1994-06-21,40501,15600
473551,Miomir,Vesel,Senior Engineer,1994-06-21,42658,15600
466227,Palash,Manderick,Senior Engineer,1994-06-21,60463,15600
425371,Gita,Ariola,Senior Engineer,1994-06-21,47249,15600
279187,Karsten,Millington,Senior Staff,1994-06-21,57601,14736
499724,Geoffry,Velasco,Staff,1994-06-21,40000,14924
483841,Kwan,Swift,Senior Staff,1994-06-21,52327,14736
425536,Sajjan,Denti,Senior Engineer,1994-06-21,59463,15600
211517,Rance,Schapiro,Senior Staff,1994-06-20,40000,14736
474280,Angel,Perry,Engineer,1994-06-20,40000,16111
431761,Adib,Kinley,Senior Staff,1994-06-20,81278,14736
464889,Berry,Hettesheimer,Senior Engineer,1994-06-20,40000,15600
75114,Lillian,Ladret,Senior Staff,1994-06-20,67056,14736
450347,Otilia,Lamba,Senior Engineer,1994-06-20,52956,15600
470574,Chrisa,Schaar,Senior Staff,1994-06-20,99169,14736
36412,Abdulah,Senzako,Senior Staff,1994-06-20,61626,14736
250950,Wonhee,Matzke,Staff,1994-06-20,40000,14924
62743,Shin,Veeraraghavan,Senior Engineer,1994-06-20,40000,15600
49674,Yinlin,Haumacher,Senior Engineer,1994-06-19,49005,15600
77365,Elvia,Haddadi,Senior Staff,1994-06-19,40000,14736
75471,Karoline,Simmen,Senior Staff,1994-06-19,64883,14736
54928,Kristine,Monarch,Senior Staff,1994-06-19,40000,14736
282079,Bogdan,Nitsche,Senior Staff,1994-06-19,53414,14736
203086,Fabrizio,Oberman,Senior Staff,1994-06-19,40000,14736
452574,Abdelaziz,Kampfer,Senior Engineer,1994-06-19,46011,15600
268494,Ramachenga,Azadmanesh,Senior Staff,1994-06-19,40000,14736
231968,Elrique,Mapelli,Senior Engineer,1994-06-18,50942,15600
200333,Honesty,Kruskal,Senior Engineer,1994-06-18,40000,15600
225636,Magy,Krybus,Engineer,1994-06-18,43251,16111
432578,Danco,Khalid,Engineer,1994-06-18,73361,16111
85924,Gita,Menhardt,Senior Engineer,1994-06-18,40000,15600
436706,Nevio,Kulisch,Staff,1994-06-18,40000,14924
239846,Cristinel,Beilner,Senior Engineer,1994-06-18,40000,15600
29719,Sumant,Takkinen,Senior Staff,1994-06-18,66023,14736
93576,Xuedong,Thorensen,Senior Staff,1994-06-17,70898,14736
34626,Udi,McConalogue,Senior Engineer,1994-06-17,55992,15600
210434,Subhada,Swist,Senior Engineer,1994-06-17,48797,15600
488436,Bernardo,Azuma,Senior Engineer,1994-06-17,40000,15600
81438,Mack,McClure,Senior Engineer,1994-06-17,40000,15600
19332,Changho,Khamsi,Senior Engineer,1994-06-17,66487,15600
439207,Martins,Stranks,Senior Staff,1994-06-17,45878,14736
11081,Barry,Boyle,Senior Staff,1994-06-17,65686,14736
287237,Gully,Armand,Senior Engineer,1994-06-17,40000,15600
93785,Francesca,VanScheik,Senior Engineer,1994-06-17,45564,15600
224206,Bilhanan,Ciolek,Senior Staff,1994-06-17,64536,14736
77081,Rance,Fritzsche,Senior Staff,1994-06-17,55308,14736
210669,Kersti,Borovoy,Senior Staff,1994-06-16,72062,14736
62970,Georgy,Speek,Senior Engineer,1994-06-16,44840,15600
13442,Giordano,Miake,Senior Staff,1994-06-16,40000,14736
201191,Kitty,Basagni,Staff,1994-06-16,69716,14924
271725,Gina,Flasterstein,Senior Engineer,1994-06-16,40000,15600
427959,Alassane,Ritzmann,Senior Engineer,1994-06-16,52660,15600
451468,Ramalingam,Murrill,Senior Engineer,1994-06-16,40000,15600
221777,Eben,Kavraki,Senior Engineer,1994-06-16,58074,15600
466247,Zongyan,Furedi,Senior Engineer,1994-06-16,54865,15600
86626,Sashi,Polajnar,Senior Staff,1994-06-16,58984,14736
484143,Wayne,Chinal,Senior Staff,1994-06-16,80287,14736
36625,Tetsushi,Unni,Staff,1994-06-15,40000,14924
286542,Yechiam,Kadhim,Senior Staff,1994-06-15,61860,14736
479473,Ute,Pillow,Senior Engineer,1994-06-15,41132,15600
71229,Taiji,Segond,Engineer,1994-06-15,42849,16111
280908,Yunming,Segond,Senior Engineer,1994-06-15,43980,15600
212479,Serge,Feldhoffer,Senior Engineer,1994-06-15,56895,15600
277318,Niclas,Zambonelli,Senior Engineer,1994-06-15,63225,15600
468453,Lillian,Worfolk,Senior Staff,1994-06-15,65431,14736
250437,Khedija,Gyorkos,Senior Staff,1994-06-15,43489,14736
434214,Oscal,Fabrizio,Technique Leader,1994-06-15,40000,2014
238743,Paraskevi,Rabehasaina,Senior Staff,1994-06-15,73071,14736
221956,Kwok,Schoegge,Senior Engineer,1994-06-15,40000,15600
42756,Kotesh,Bahk,Senior Engineer,1994-06-15,71985,15600
476100,Munir,Landherr,Senior Engineer,1994-06-15,81045,15600
434950,Berto,Sadowski,Senior Engineer,1994-06-14,40000,15600
499438,Tse,Kalsbeek,Senior Engineer,1994-06-14,40000,15600
100686,True,Beausoleil,Senior Staff,1994-06-14,75314,14736
418266,Toshimori,Gulak,Senior Engineer,1994-06-14,43886,15600
18274,Yefim,Karnin,Senior Staff,1994-06-13,63753,14736
32891,Vasilis,Ozeki,Senior Engineer,1994-06-13,40000,15600
83932,Yinlin,Gils,Senior Engineer,1994-06-13,40000,15600
481339,Zijian,Thorensen,Senior Staff,1994-06-13,40000,14736
86819,Wuxu,Bisiani,Senior Staff,1994-06-13,40000,14736
476865,Vasilis,Imataki,Senior Engineer,1994-06-13,49365,15600
217139,Shaowen,Driscoll,Senior Staff,1994-06-13,40000,14736
495411,Maren,Camurati,Staff,1994-06-13,40000,14924
237679,Ramalingam,Chaudhury,Senior Engineer,1994-06-13,44361,15600
25435,DeForest,Milicia,Senior Staff,1994-06-13,59856,14736
294069,Fei,Stellhorn,Senior Engineer,1994-06-13,40000,15600
14237,Abdulla,Gerlach,Senior Engineer,1994-06-13,57219,15600
469546,Krassimir,Ginesta,Senior Engineer,1994-06-12,71289,15600
69737,Sarita,Conta,Senior Staff,1994-06-12,40000,14736
81817,Demos,Aloia,Senior Engineer,1994-06-12,76190,15600
226752,Rajmohan,Luit,Senior Engineer,1994-06-12,49176,15600
75945,Hinrich,Zedlitz,Engineer,1994-06-12,45944,16111
213667,Martina,Birch,Senior Engineer,1994-06-12,55288,15600
207317,Francoise,Naudin,Senior Staff,1994-06-12,72504,14736
264345,Foong,Moffat,Senior Engineer,1994-06-12,53344,15600
55129,Monique,Morris,Senior Staff,1994-06-12,40000,14736
19425,Xuejia,Pettey,Senior Engineer,1994-06-12,53627,15600
34364,Seshu,Kugler,Senior Engineer,1994-06-12,40000,15600
450838,Vasiliy,Demri,Senior Staff,1994-06-11,52647,14736
58895,Eishiro,Spinelli,Staff,1994-06-11,64030,14924
28321,Heather,Oehlmann,Senior Staff,1994-06-11,63173,14736
204567,Kristin,Plavsic,Senior Engineer,1994-06-11,40000,15600
88599,Kristin,Schneeberger,Senior Engineer,1994-06-11,62472,15600
92166,Mara,Miara,Engineer,1994-06-11,55164,16111
406871,Chuanyi,Karlin,Senior Engineer,1994-06-11,64179,15600
472635,Jixiang,Tagansky,Senior Engineer,1994-06-11,40000,15600
438018,Fumiyo,Janetzko,Senior Engineer,1994-06-11,53550,15600
102808,Qingxiang,Eiter,Senior Engineer,1994-06-11,48528,15600
492867,Ebbe,Baaz,Senior Engineer,1994-06-10,42652,15600
32064,Mandell,Gammage,Senior Staff,1994-06-10,65677,14736
442867,King,Vrecion,Senior Staff,1994-06-10,40000,14736
225541,Baruch,Brodal,Senior Engineer,1994-06-10,57368,15600
473644,Ortrun,Makrucki,Senior Staff,1994-06-10,42702,14736
211323,Margo,Collavizza,Senior Staff,1994-06-10,43884,14736
284087,Anoosh,Sullins,Senior Engineer,1994-06-10,54645,15600
74258,Apostol,Hemaspaandra,Senior Staff,1994-06-10,40000,14736
55839,Rosalyn,Birch,Senior Staff,1994-06-10,74514,14736
98680,Serge,Tchuente,Technique Leader,1994-06-10,52009,2014
27374,Sham,Brattka,Senior Staff,1994-06-10,40000,14736
37060,Somnath,Morrey,Senior Staff,1994-06-10,43123,14736
457299,Zito,Molenkamp,Engineer,1994-06-09,40000,16111
214955,Yunming,Puppo,Senior Staff,1994-06-09,88550,14736
450492,Margo,Schlegelmilch,Senior Staff,1994-06-09,40000,14736
417633,Aemilian,Cappelletti,Senior Staff,1994-06-09,73327,14736
201194,Oksana,Mersereau,Senior Staff,1994-06-09,63476,14736
457237,Mansur,Kalsbeek,Senior Engineer,1994-06-09,40000,15600
20601,Dipankar,Duclos,Senior Staff,1994-06-09,54492,14736
96522,Lidong,Lorho,Senior Staff,1994-06-09,40000,14736
444590,Bouchung,Ranft,Senior Engineer,1994-06-08,43155,15600
244338,Chuanti,Swick,Senior Staff,1994-06-08,40000,14736
453887,DeForest,Hooghiemstra,Senior Engineer,1994-06-08,50014,15600
219237,Alair,Driscoll,Senior Engineer,1994-06-08,40000,15600
427503,Goetz,Kushner,Senior Engineer,1994-06-08,46060,15600
72486,Irena,Brickell,Senior Engineer,1994-06-08,40000,15600
224612,Marsha,Munck,Senior Staff,1994-06-08,48493,14736
79900,Mong,Luck,Senior Staff,1994-06-08,40000,14736
294244,Emran,Heusch,Senior Staff,1994-06-08,40000,14736
18013,Jiong,Shanbhogue,Senior Engineer,1994-06-07,40000,15600
267682,Baoqiu,dAstous,Senior Staff,1994-06-07,40000,14736
56611,Lalit,Zhang,Senior Engineer,1994-06-07,48472,15600
432484,Guangming,Harbusch,Senior Engineer,1994-06-07,41262,15600
273831,Kousuke,Farrar,Senior Staff,1994-06-07,65524,14736
483976,Claude,Gerlach,Senior Engineer,1994-06-07,40000,15600
56368,Doowon,Angel,Senior Engineer,1994-06-07,57178,15600
446348,Panayotis,Kalloufi,Senior Staff,1994-06-07,47118,14736
284621,Gino,Goldhammer,Staff,1994-06-07,79595,14924
29342,Moti,Muniz,Senior Staff,1994-06-07,40000,14736
434431,Berto,Hiroyama,Senior Staff,1994-06-07,77293,14736
15809,Mingsen,Antonisse,Senior Staff,1994-06-07,50619,14736
44490,Nalini,Lorcy,Senior Engineer,1994-06-07,50321,15600
28350,Theron,Heusch,Senior Staff,1994-06-07,70661,14736
453972,Shem,Molenaar,Senior Staff,1994-06-07,57105,14736
27548,Slavian,Riexinger,Senior Staff,1994-06-07,84954,14736
454247,Xinan,Perfilyeva,Senior Staff,1994-06-07,56007,14736
415838,Tianruo,Emiris,Senior Engineer,1994-06-06,40000,15600
231073,Yechiam,Rattan,Senior Staff,1994-06-06,50821,14736
488940,Zhongwei,Beutelspacher,Senior Staff,1994-06-06,57929,14736
26088,Theron,Woycyznski,Senior Staff,1994-06-06,40000,14736
71113,Anwar,Atrawala,Senior Staff,1994-06-06,40000,14736
466121,Fuqing,Trumbly,Senior Staff,1994-06-06,55577,14736
442910,Hatim,Ellozy,Senior Staff,1994-06-06,93753,14736
267383,Anyuan,Verhoeff,Senior Staff,1994-06-06,50504,14736
428361,Qunsheng,Kamble,Senior Engineer,1994-06-06,42624,15600
492750,Akeno,Sewelson,Senior Engineer,1994-06-06,47252,15600
210313,Larisa,Leaver,Staff,1994-06-06,40000,14924
440202,Sadegh,Daescu,Senior Engineer,1994-06-06,60103,15600
98978,Doohun,Sidje,Senior Staff,1994-06-06,55614,14736
47168,Nahum,Pell,Senior Engineer,1994-06-05,40000,15600
489221,Dulce,Remmers,Senior Staff,1994-06-05,40000,14736
250685,Mohammad,Remmers,Senior Engineer,1994-06-05,40000,15600
283649,Maren,Frolund,Senior Engineer,1994-06-05,65175,15600
283442,Mohit,Cincotta,Senior Staff,1994-06-05,46902,14736
241943,Alain,Msuda,Senior Staff,1994-06-05,46193,14736
31650,Neven,Savasere,Senior Staff,1994-06-05,75830,14736
420788,Jeane,Murtafg,Staff,1994-06-05,40000,14924
282899,Poorav,Veldwijk,Senior Engineer,1994-06-04,40000,15600
109175,Hatsukazu,Kornyak,Senior Engineer,1994-06-04,40000,15600
216885,Fumiya,Leuchs,Senior Engineer,1994-06-04,42578,15600
75272,Hidekazu,Imataki,Senior Engineer,1994-06-04,40000,15600
428959,DeForest,Prenel,Senior Staff,1994-06-04,71364,14736
87170,Macha,Gide,Senior Engineer,1994-06-04,51440,15600
437178,Radhika,Suwa,Senior Engineer,1994-06-04,50281,15600
475767,Renee,Jansch,Engineer,1994-06-04,40000,16111
223856,Anestis,Vidya,Senior Engineer,1994-06-04,76523,15600
20528,Dines,Bednarek,Senior Staff,1994-06-04,54377,14736
36055,Changho,Rubsam,Senior Staff,1994-06-04,72106,14736
77225,Tomokazu,Cannard,Senior Engineer,1994-06-04,40000,15600
212775,Zeljko,Wynblatt,Senior Staff,1994-06-04,45936,14736
259410,Yechezkel,Waleschkowski,Senior Engineer,1994-06-03,48951,15600
76358,Jordanka,Chinal,Senior Engineer,1994-06-03,42161,15600
275955,Domenick,Menhoudj,Senior Staff,1994-06-03,40000,14736
438193,Martial,Chandrasekhar,Senior Engineer,1994-06-03,70650,15600
403756,Parke,Schonegge,Senior Engineer,1994-06-03,40000,15600
410669,Chiranjit,Zeilberger,Senior Staff,1994-06-03,60971,14736
94749,Brewster,Schlenzig,Senior Staff,1994-06-03,85695,14736
18547,Gladys,Sankaranarayanan,Senior Engineer,1994-06-03,40000,15600
226092,Chinho,Nyanchama,Senior Engineer,1994-06-03,52800,15600
36158,Elgin,Pettis,Senior Staff,1994-06-03,75511,14736
499575,Jacqueline,Kisuki,Senior Staff,1994-06-03,60746,14736
99522,Murthy,Prenel,Senior Staff,1994-06-02,40000,14736
29877,Mingsen,Kitai,Senior Staff,1994-06-02,40000,14736
464695,Lech,Angel,Senior Engineer,1994-06-02,60781,15600
419527,Idoia,Krybus,Senior Engineer,1994-06-02,40000,15600
254139,Selwyn,Demke,Engineer,1994-06-02,40000,16111
106879,Susanna,DeMori,Engineer,1994-06-02,54048,16111
440218,Shigeo,Simmen,Senior Staff,1994-06-02,66145,14736
496227,Satoru,Stentiford,Senior Staff,1994-06-02,40000,14736
16380,Zhilian,Chleq,Senior Staff,1994-06-01,42820,14736
214216,Stabislas,Billawala,Senior Engineer,1994-06-01,40000,15600
231279,Giap,Muntz,Senior Staff,1994-06-01,67446,14736
416111,Georg,Dulay,Senior Staff,1994-06-01,58766,14736
485363,Mikhail,Serre,Senior Staff,1994-06-01,59026,14736
432468,Nalini,McAlpine,Senior Engineer,1994-06-01,40000,15600
222438,Nishit,Sridhar,Staff,1994-06-01,40975,14924
207454,Moon,Radivojevic,Senior Engineer,1994-06-01,40000,15600
83326,Rajmohan,Schlegelmilch,Senior Engineer,1994-06-01,40000,15600
70049,Dipankar,Domenig,Senior Engineer,1994-05-31,69502,15600
240367,Amabile,Yetim,Senior Engineer,1994-05-31,74917,15600
235177,Deborah,Petereit,Engineer,1994-05-31,65199,16111
463093,Evgueni,Frolund,Senior Staff,1994-05-31,53053,14736
88792,Stevo,Reghbati,Senior Engineer,1994-05-31,40000,15600
58860,Xudong,Lindenbaum,Technique Leader,1994-05-30,40000,2014
71383,Vidya,Ohori,Senior Staff,1994-05-30,40000,14736
235028,Yucai,Juneja,Senior Engineer,1994-05-30,40000,15600
103681,Toney,Rosiles,Senior Staff,1994-05-30,40000,14736
270026,Moss,Ghalwash,Senior Staff,1994-05-30,57683,14736
453738,Aran,Katalagarianos,Senior Engineer,1994-05-30,42397,15600
81152,Macha,Junet,Senior Engineer,1994-05-30,43255,15600
17625,Prodip,Mandelberg,Engineer,1994-05-30,47447,16111
420492,Arie,Versino,Senior Engineer,1994-05-30,68879,15600
37504,Mack,Maquelin,Senior Engineer,1994-05-30,40000,15600
97241,Maik,Decaestecker,Senior Engineer,1994-05-29,40000,15600
490579,Martien,Guerreiro,Senior Staff,1994-05-29,85427,14736
216028,Guadalupe,Hofmeyr,Senior Engineer,1994-05-29,58490,15600
266635,Miquel,Speel,Senior Engineer,1994-05-29,40000,15600
257526,Lalit,Ferretti,Engineer,1994-05-29,40000,16111
49696,Sandeepan,Bondorf,Senior Staff,1994-05-29,60372,14736
48563,Alejandro,Candan,Senior Staff,1994-05-29,61465,14736
48027,Snehasis,Servieres,Senior Staff,1994-05-29,40000,14736
99007,Ugo,Ibel,Senior Staff,1994-05-29,40000,14736
204029,Shaowen,Litzkow,Senior Staff,1994-05-29,83543,14736
39966,Utpal,Beidas,Senior Staff,1994-05-29,46206,14736
70218,Stabislas,Luga,Senior Staff,1994-05-28,47206,14736
280402,Ramya,Snyers,Senior Staff,1994-05-28,40000,14736
17849,Mandell,Varker,Senior Staff,1994-05-28,40000,14736
18086,Brewster,Szmurlo,Staff,1994-05-28,74191,14924
403798,Achilleas,Wissmann,Senior Engineer,1994-05-28,40000,15600
493068,Navid,Malinowski,Senior Engineer,1994-05-28,60226,15600
42047,Sahrah,Ambroszkiewicz,Senior Engineer,1994-05-28,44306,15600
229587,Leucio,Zucker,Senior Engineer,1994-05-28,40000,15600
469958,Mikhail,Orlowska,Senior Staff,1994-05-28,55186,14736
437241,Angus,Moffat,Senior Staff,1994-05-28,76833,14736
234181,Masali,Camarinopoulos,Senior Engineer,1994-05-27,40000,15600
48077,Adly,Engberts,Senior Staff,1994-05-27,40000,14736
495605,Nobuyoshi,Imataki,Senior Staff,1994-05-27,57837,14736
473808,Mitsuyuki,Wissmann,Senior Staff,1994-05-27,52327,14736
26709,Narain,Marchegay,Senior Staff,1994-05-27,46944,14736
414398,Peer,Rosti,Senior Engineer,1994-05-27,40000,15600
78561,Perry,Birke,Senior Engineer,1994-05-27,40000,15600
487703,Khedija,Sewelson,Senior Engineer,1994-05-27,50080,15600
453265,Kauko,Auria,Senior Engineer,1994-05-27,56667,15600
272639,Marsha,Boudaillier,Senior Engineer,1994-05-27,40000,15600
408058,Basant,Murthy,Senior Staff,1994-05-27,62183,14736
21583,Elliott,Fasbender,Senior Staff,1994-05-27,44042,14736
208346,Dharmaraja,Lorho,Senior Engineer,1994-05-27,62536,15600
459302,Chenxi,Lovengreen,Senior Engineer,1994-05-27,60543,15600
264087,Shridhar,Simkin,Senior Engineer,1994-05-27,65097,15600
283848,Zeydy,Baaz,Senior Engineer,1994-05-27,65921,15600
449607,Ziya,Vandervoorde,Staff,1994-05-27,62912,14924
202977,Tomokazu,Matzen,Senior Staff,1994-05-26,40000,14736
41283,KayLiang,Tetzlaff,Engineer,1994-05-26,52746,16111
412857,Jacqueline,Marchesini,Senior Staff,1994-05-26,58043,14736
41772,Leon,Decaestecker,Senior Staff,1994-05-26,62906,14736
283295,Kwangsub,Honglei,Engineer,1994-05-25,61375,16111
75134,Rimli,Cullers,Senior Staff,1994-05-25,72006,14736
28632,Arne,Boreale,Senior Engineer,1994-05-25,40000,15600
37312,Arie,Gecsei,Senior Staff,1994-05-25,91985,14736
479672,Lubomir,Schlumberger,Engineer,1994-05-25,54693,16111
471153,Dante,Willoner,Senior Engineer,1994-05-25,48593,15600
443770,Berry,Waymire,Engineer,1994-05-25,40000,16111
101408,Toong,Melton,Engineer,1994-05-25,40000,16111
265870,Zongyan,Lamba,Senior Staff,1994-05-25,69221,14736
451448,Vitaly,Domenig,Senior Engineer,1994-05-25,40000,15600
96059,Valter,Mandell,Senior Engineer,1994-05-24,40000,15600
296475,Terresa,Kleiser,Engineer,1994-05-24,48863,16111
419348,Takahiro,Piancastelli,Senior Engineer,1994-05-24,51503,15600
47414,Youjian,Ratnakar,Senior Engineer,1994-05-24,49220,15600
79509,Vitaly,Akiyama,Senior Staff,1994-05-24,96991,14736
54123,Kien,Bahk,Senior Staff,1994-05-24,53118,14736
265540,Matt,Reistad,Senior Staff,1994-05-24,40000,14736
438940,Mayumi,Shackell,Senior Staff,1994-05-24,71507,14736
83056,Muneo,Pesch,Senior Engineer,1994-05-24,44725,15600
108306,Chenye,Heijenga,Senior Staff,1994-05-24,65991,14736
403379,Guozhong,Setia,Senior Engineer,1994-05-24,40000,15600
420637,Oddvar,Ligten,Engineer,1994-05-24,40000,16111
446205,Lijie,Kampfer,Senior Staff,1994-05-23,40000,14736
89825,Ingmar,Isard,Senior Staff,1994-05-23,109757,14736
494068,Kerryn,Swiss,Senior Staff,1994-05-23,76439,14736
412795,Poornachandra,Conry,Senior Staff,1994-05-23,55873,14736
82406,Kenroku,Siepmann,Engineer,1994-05-23,40000,16111
39652,Kitty,Keirsey,Senior Engineer,1994-05-22,47633,15600
425819,Muzhong,Oberman,Senior Staff,1994-05-22,48175,14736
460033,Paris,Ariola,Senior Staff,1994-05-22,97537,14736
60115,Nathalie,Murillo,Senior Staff,1994-05-22,50174,14736
44293,Sachem,Vakili,Senior Staff,1994-05-22,40000,14736
457184,Akemi,Makrucki,Senior Staff,1994-05-22,49802,14736
109400,Arumugam,Borstler,Senior Staff,1994-05-22,40000,14736
29190,Mahendra,Sudbeck,Senior Staff,1994-05-22,40000,14736
409527,Renny,Mukaidono,Senior Staff,1994-05-22,40000,14736
47325,Jaewoo,Beeson,Senior Staff,1994-05-22,40000,14736
251815,Moon,Belinskaya,Senior Staff,1994-05-22,41658,14736
22809,Ziyad,Krupka,Senior Engineer,1994-05-22,40000,15600
64043,Yurij,Luiz,Senior Staff,1994-05-22,40000,14736
13578,Tadahiko,Christianini,Technique Leader,1994-05-22,62885,2014
269180,Subir,VanScheik,Senior Staff,1994-05-22,51444,14736
440026,Zorica,Kavanagh,Senior Staff,1994-05-22,40000,14736
435327,Takahito,Geffroy,Staff,1994-05-22,73948,14924
275085,Utz,Beetstra,Senior Engineer,1994-05-22,40000,15600
223198,Seshu,Pusterhofer,Senior Engineer,1994-05-22,52116,15600
212905,Zhonghui,McClure,Senior Engineer,1994-05-22,56433,15600
49566,Theirry,Compeau,Senior Engineer,1994-05-22,85727,15600
483253,Tse,Schwartzbauer,Staff,1994-05-21,40000,14924
61370,Shahar,Candan,Senior Staff,1994-05-21,64804,14736
473564,Serge,Basagni,Senior Engineer,1994-05-21,45544,15600
405064,Shim,Bojadziev,Senior Engineer,1994-05-21,55678,15600
421465,Yongqiao,Pouyioutas,Senior Engineer,1994-05-21,40000,15600
208111,Volkmar,Rathonyi,Senior Staff,1994-05-21,54653,14736
490037,Jagoda,Varman,Senior Staff,1994-05-21,60862,14736
437950,Irena,Salinas,Senior Engineer,1994-05-21,41789,15600
458537,Fayez,Toyoshima,Senior Staff,1994-05-21,56545,14736
71194,Fox,Lampe,Senior Engineer,1994-05-21,57280,15600
455237,Kotesh,Walston,Senior Engineer,1994-05-21,56644,15600
36999,Arunas,Range,Senior Staff,1994-05-21,60401,14736
488131,Dannz,Rosch,Senior Engineer,1994-05-21,58266,15600
211703,Mart,Mattern,Senior Staff,1994-05-21,88079,14736
442977,Marlo,Armand,Senior Staff,1994-05-21,59751,14736
51225,Hironoby,Jullig,Senior Staff,1994-05-20,59243,14736
484933,Masako,Beerel,Senior Staff,1994-05-20,72783,14736
296724,Sajjad,Osgood,Senior Engineer,1994-05-20,65612,15600
407253,Kristina,DuBourdieux,Senior Staff,1994-05-20,53336,14736
232679,Lijie,Baca,Senior Staff,1994-05-20,40000,14736
494776,Bilhanan,Schmittgen,Senior Engineer,1994-05-20,40000,15600
21705,Aleksandar,Luon,Senior Staff,1994-05-20,51814,14736
287956,Alenka,Schwaller,Senior Staff,1994-05-20,53392,14736
436191,Aram,Rajcani,Senior Engineer,1994-05-20,40000,15600
